,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,Spanish,French,Demographic,Theme,Genre,Demographics
116,Aggretsuko 3rd Season,アグレッシブ烈子第3期,Aggretsuko (ONA) 3rd Season,['ONA'],10,Finished Airing,"Aug 27, 2020",,,"['Sanrio', 'Netflix']","None found,",['Fanworks'],Other,,"['Anthropomorphic', 'Workplace']",16 min. per ep.,PG-13 - Teens 13 or older,7.79,#1060,#2296,"94,127",261,60606,"After an emotional breakup with her boyfriend, red panda Retsuko closes herself off to the thought of ever being in love again—well, with an actual person anyway. Retreating into the world of VR, her virtual boyfriend showers her with praise and shows up in cute outfits, albeit for a price. While scrambling to find other ways to earn money, Retsuko finds herself in yet another financial bind after accidentally ramming into a parked van with a rental vehicle. The owner of the van, a gruff cheetah named Hyoudou, recruits her as an accountant for an underground idol group which he manages. Retsuko soon begins to buckle under the pressure from the new job, leading to plenty of inspiration for her next death metal vent sessions. In the midst of it all, Retsuko begins to wonder if she truly desires a colorless and uninteresting life, or if there's something waiting beyond her office desk. Will Retsuko finally come out on top, both in love and in the workplace? Or will she once again be convinced that the dull and sterile life in her office environment is the one she must lead? [Written by MAL Rewrite]","['Prequel (ONA) Aggressive Retsuko (ONA) 2nd Season', 'Sequel (ONA) Aggressive Retsuko (ONA) 4th Season']",Aggressive Retsuko (ONA) 3rd Season,Aggretsuko Staffel 3,Aggretsuko Temporada 3,Aggretsuko Saison 3,,,['Comedy'],
117,,スーパードラゴンボールヒーローズ,,['ONA'],56,Finished Airing,"Jul 1, 2018 to Aug 8, 2024",,,['Bandai'],"None found,","['Toei Animation', 'Dimps']",Game,"['Action', 'Comedy', 'Fantasy']",,8 min. per ep.,PG-13 - Teens 13 or older,5.73,#11230,#2564,"78,710",255,30759,"In May 2018, V-Jump announced the promotional anime for Dragon Ball Heroes, a Japanese arcade and trading card game. The video game has been adapted to a Nintendo Switch port for western audiences, whilst the card game is released under the name ""Dragon Ball Super TCG"" and is combined with the other card game of the same name in japan. The anime is expected to be short and it is not expected to broadcast on TV. It has adapted the game's Prison Planet Arc, as long as the manga original arc ""Big Bang Mission"" and ""Ultra God Misson"", also fully detailed in the Heroes manga published in Saikyou Jump, although under 2 separate canons. They have never been published officially in English. The first episode debuted July 1, 2018 at Aeon Lake Town.","['Adaptation (Manga) Super Dragon Ball Heroes: Ankoku Makai Mission!', 'Adaptation (Manga) Super Dragon Ball Heroes: Universe Mission!!', 'Adaptation (Manga) Super Dragon Ball Heroes: Big Bang Mission!!!', 'Adaptation (Manga) Super Dragon Ball Heroes: Ultra God Mission!!!!']",Super Dragon Ball Heroes,,,,['Shounen'],['Martial Arts'],,
118,"Wushan Wuxing, Fog Hill of the Five Elements, Five Elements in the Misty Mountain",雾山五行,Fog Hill of Five Elements,['ONA'],3,Finished Airing,"Jul 26, 2020 to Aug 9, 2020",,,"['bilibili', 'Nice Boat Animation']","None found,",['Samsara Animation Studio'],Original,"['Action', 'Fantasy']","['Historical', 'Martial Arts']",26 min. per ep.,R - 17+ (violence & profanity),7.86,#916,#2828,"66,744",444,20900,"A legend tells that a long time ago, monsters could give the ability to certain elected officials to master the five elements. But for that, you have to go through the dangerous foggy mountains... We follow the adventures of one of these elected officials. (Source: Nautiljon)","['Sequel (ONA) Wu Shan Wu Xing: Xichuan Huan Zi Lin', '']",Wu Shan Wu Xing (2020),,,,,,,
119,"Horogura, HoloGra",ホロのぐらふぃてぃ,Holo Graffiti,['ONA'],Unknown,Currently Airing,"May 5, 2019 to ?",,,"None found,","None found,",['Hololive Production'],Other,,,1 min.,PG-13 - Teens 13 or older,8.16,#450,#3085,"56,792","1,898",17892,"From unraveling the secrets of opening and closing doors to defusing surprise packages more commonly known as bombs, there is never a dull day at the Hololive Production office! Holo no Graffiti follows an eccentric cast of Virtual YouTubers, also known as ""VTubers,"" going about their absurd yet hilarious daily lives, detailing all their cute moments and mishaps. [Written by MAL Rewrite]",[],Holo no Graffiti,,,,,,['Comedy'],
120,,巨人族の花嫁,The Titan's Bride,['ONA'],9,Finished Airing,"Jul 6, 2020 to Aug 31, 2020",,,"None found,",['Ascendent Animation'],['Studio Hokiboshi'],['Manga'],"['Boys Love', 'Fantasy', 'Erotica']",,6 min. per ep.,R+ - Mild Nudity,5.51,N/A,#3982,"34,979",168,14483,"Kouichi Mizuki ends his high school basketball career on a high note, bringing his team to victory during their final match at nationals. Now free from club activities, he looks forward to spending more time socializing, maybe even finding room for romance. But fate has slightly different plans for him when a magical circle transports Kouichi to Tildant, the land of giants. Upon his arrival, Kouichi comes face-to-face with Caius Lao Bistail, the titan king and the culprit behind his summoning. Caius is overjoyed, claiming Kouichi to be his fated bride and asking him to bear his children! It soon becomes evident to Kouichi that his species, let alone gender, is not a problem as Caius pushes him down onto a lavish bed. Will Kouichi ever find romance in this relationship that is bound to end in tears? [Written by MAL Rewrite]","['Adaptation (Manga) Kyojinzoku no Hanayome', '']",Kyojinzoku no Hanayome,,,,,['Isekai'],,
121,,ドラゴンズドグマ,Dragon's Dogma,['ONA'],7,Finished Airing,"Sep 17, 2020",,,"None found,","None found,",['Sublimation'],Game,"['Action', 'Adventure', 'Fantasy']",,26 min. per ep.,R+ - Mild Nudity,5.75,#11135,#4580,"26,144",29,14072,"Based on a world-famous action RPG set in an open world, Dragon's Dogma from Capcom will be brought to life as a Netflix original anime series. The story follows a man's journey seeking revenge on a dragon who stole his heart. On his way, the man is brought back to life as an ""Arisen."" An action adventure about a man challenged by demons who represent the seven deadly sins of humans. (Source: Netflix)","[""Adaptation (Manga) Dragon's Dogma Progress"", ""Adaptation (Manga) Dragon's Dogma Revives""]",Dragon's Dogma,,,,,,,
122,,魔道祖師Q,The Master of Diabolism Q,['ONA'],30,Finished Airing,"Jul 31, 2020 to Jan 29, 2021",,,['Tencent Penguin Pictures'],"None found,",['B.CMAY PICTURES'],Web novel,"['Comedy', 'Fantasy']","['Historical', 'Mythology', 'Reincarnation']",5 min. per ep.,PG-13 - Teens 13 or older,8.19,#407,#4607,"25,746",245,9901,"The cultivation classes in the Cloud Recesses have started, and Wei Wuxian is as mischievous as ever. From getting in trouble for cheating to tempting the ever-so-cold and stoic Lan Wangji into breaking one of the three thousand strict rules of the Gusu Lan Clan—he's done it all. Although almost everything Wei Wuxian does is against Lan Wangji's principles, an unbreakable bond forms between the two. This chibi spin-off is a refreshing compilation of the hilarious and adorable moments of Mo Dao Zu Shi that shows not only how impish Wei Wuxian can be, but also the bashful side of the icy Lan Wangji. [Written by MAL Rewrite]","['Adaptation (Manhua) Mo Dao Zu Shi', 'Adaptation (Novel) Mo Dao Zu Shi']",Mo Dao Zu Shi Q,,,,,,,
123,"I Want to Be Eaten by a Wolf, Ookami-san Wants to Be Eaten",オオカミさんは食べられたい,I Want to be His Prey,['ONA'],3,Finished Airing,"Sep 7, 2020 to Sep 21, 2020",,,"['Studio Mausu', 'Suiseisha']",['Ascendent Animation'],['Peak Hunt'],['Manga'],,,6 min. per ep.,Rx - Hentai,5.87,N/A,#4734,"24,077",84,8565,"""I want Akagashira-sensei to be my first!"" Having a run in with the ""skirt bandit,"" Ookami almost has her skirt stolen. Her teacher, Akagashira, passes by and becomes her hero after stopping the theft. As thanks, Ookami invites Akagashira to her home, but she has another reason for bringing him over. (Source: WWWave Corporation, edited)","['Adaptation (Manga) Ookami-san wa Taberaretai: Bukiyou Joshi to Hetare Kyoushi, Konya Hatsutaiken shimasu.', '']",Ookami-san wa Taberaretai,,,,['Josei'],['School'],['Hentai'],
124,Pocket Monsters: Hakumei no Tsubasa,薄明の翼,Pokémon: Twilight Wings,['ONA'],7,Finished Airing,"Jan 15, 2020 to Aug 6, 2020",,,['Soranone'],['The Pokemon Company International'],"['Studio Colorido', 'FILMONY']",Game,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,6 min. per ep.,PG - Children,7.53,#1832,#4833,"22,943",71,12879,"Galar is a region where Pokemon battles have developed into a cultural sensation. Over the span of seven episodes, Pokemon: Twilight Wings will show in detail the dreams of Galar's residents, the realities they face, the challenges they must overcome and the conflicts they must resolve. In addition to these new stories, fans can expect to see a variety of Pokemon originally discovered in the Galar region appearing in the capsule series. (Source: Press Release)","['Sequel (ONA) Hakumei no Tsubasa: Expansion - Hoshi no Matsuri', '']",Hakumei no Tsubasa,,Pokémon: Alas del Crepúsculo,,['Kids'],,,
125,"Kanojo, Okarishimasu Puchi, Rent-a-Girlfriend Chibi, Kanojo, Okarishimasu Mini Anime","彼女, お借りします ぷち",Rent-a-Girlfriend Petit,['ONA'],14,Finished Airing,"Jul 17, 2020 to Oct 1, 2020",,,['Jinnan Studio'],"None found,",['AQUA ARIS'],['Manga'],,,1 min. per ep.,PG-13 - Teens 13 or older,5.94,#10216,#4964,"21,613",48,6503,"Short episodes with super-deformed characters posted on the official Twitter account. Includes three extra collaboration episodes with halca, the peggies, and eheya.","['Sequel (ONA) Kanojo, Okarishimasu Petit 2nd Season', '']","Kanojo, Okarishimasu Petit",,,,,,['Comedy'],
126,"Ren Zha Fanpai Zijiu Xitong, The Scum Villain's Self-Saving System, Scumbag Villain, クズ悪役の自己救済システム, Kuzu Akuyaku no Jiko Kyuusai System",穿书自救指南,Scumbag System,['ONA'],10,Finished Airing,"Sep 10, 2020 to Oct 1, 2020",,,"['Tencent Penguin Pictures', 'iQIYI', 'Sony Music Solutions']","None found,",['Djinn Power'],Web novel,"['Comedy', 'Drama', 'Fantasy']","['Historical', 'Isekai', 'Mythology']",19 min. per ep.,R - 17+ (violence & profanity),7.78,#1093,#4990,"21,312",528,10475,"Shen Yuan has read enough xianxia novels to know that the protagonist will somehow cultivate the demonic path, take revenge on his scumbag master, and gain a massive harem along the way. So when he unexpectedly transmigrates into the world of Proud Immortal Demon Way, he knows exactly how the story is going to proceed. However, he does not get to play the role of the protagonist, but instead he becomes the scumbag master destined to suffer a humiliating defeat. Shen Yuan, now known as cultivation master Shen Qingqiu, makes it his mission to change his fate so that he does not fall to his disciple, Luo Binghe, the protagonist of the novel. Trying to break away from the cruel personality of the original Shen Qingqiu seems impossible as any uncharacteristic behavior is blocked by a monitoring system meant to keep him from derailing the plot. Shen Yuan must find a way to befriend Luo Binghe so that he has no reason to seek revenge on his teacher in the future. But with the set series of tragedies meant to befall the protagonist at the hands of Shen Qingqiu, this teacher has his work cut out for him. [Written by MAL Rewrite]","['Sequel (ONA) Chuan Shu Zijiu Zhinan: Xian Meng Pian', 'Adaptation (Novel) Ren Zha Fanpai Zijiu Xitong']",Chuan Shu Zijiu Zhinan,,,,,,,
127,,一念永恒,A Will Eternal,['ONA'],52,Finished Airing,"Aug 12, 2020 to Jul 21, 2021",,,['Tencent Penguin Pictures'],"None found,",['B.CMAY PICTURES'],Novel,"['Action', 'Comedy', 'Fantasy']","['Historical', 'Martial Arts']",19 min. per ep.,PG-13 - Teens 13 or older,7.94,#744,#5190,"19,293",201,5198,"One will to create oceans. One will to summon the mulberry fields. One will to slaughter countless devils. One will to eradicate innumerable immortals. Only my will… is eternal. A Will Eternal tells the tale of Bai Xiaochun, an endearing but exasperating young man who is driven primarily by his fear of death and desire to live forever, but who deeply values friendship and family. (Source: Novel Updates)","['Sequel (ONA) Yi Nian Yong Heng: Chuan Cheng Pian', 'Adaptation (Manhua) Yi Nian Yong Heng']",Yi Nian Yong Heng,,,,,,,
128,Tian Bao Fu Yao Lu,天宝伏妖录,Legend of Exorcism,['ONA'],13,Finished Airing,"Jul 5, 2020 to Sep 20, 2020",,,['bilibili'],"None found,",['Sparkly Key Animation Studio'],Web novel,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Mystery']","['Historical', 'Mythology']",20 min. per ep.,PG-13 - Teens 13 or older,7.59,#1618,#6749,"9,975",125,3436,"Having lived his entire life on Mount Taiheng, half-yao Kong Hongjun is at last presented with the chance to explore the human world. He is assigned three tasks: uncover his father's murderer, eliminate the Black Jiao and its yao tribes that have infiltrated Chang'an, and return the Heart Lamp to a descendent of the Chen family. However, on his first night in the city, the Heart Lamp is mistakenly absorbed by military general Li Jinglong. After receiving a mysterious invitation to join Chang'an's Court of Exorcism, Kong Hongjun is reunited with a disgraced Li Jinglong as his captain. Alongside a fellow yao, a noble from a foreign land, and a cowardly scholar, Kong Hongjun and Li Jinglong must work together to purge Chang'an of the yao lurking in its streets. In the meantime, Kong Hongjun also needs to hide his true identity from Li Jinglong who loathes yao—all while attempting to retrieve the Heart Lamp from his body. [Written by MAL Rewrite]","['Sequel (ONA) Tianbao Fuyao Lu 2nd Season', 'Adaptation (Manhua) Tianbao Fuyao Lu', 'Adaptation (Novel) Tianbao Fuyao Lu', '']",Tianbao Fuyao Lu,,La Leyenda de Tang,La Légende de Tang,,,,
129,"Valkyrie no Shokutaku II, 戦乙女の食卓II",女武神的餐桌 II,Cooking with Valkyries II,['ONA'],8,Finished Airing,"Jul 17, 2020 to Sep 19, 2020",,,['miHoYoAnime'],"None found,","['Blade', 'Thundray']",Game,"['Comedy', 'Gourmet', 'Slice of Life']",,7 min. per ep.,PG-13 - Teens 13 or older,7.31,#2797,#7274,"8,311",26,2877,Second season of Nu Wushen de Canzhuo.,"['Prequel (ONA) Nu Wushen de Canzhuo', '']",Nu Wushen de Canzhuo II,,,,,,,
130,"Deca-Dence Episode 5.5, Deca-Dence Recap",デカダンス 第5.5話「install」,,['ONA'],1,Finished Airing,"Aug 7, 2020",,,['Kadokawa'],"None found,",['Nut'],Original,"['Action', 'Adventure', 'Sci-Fi']",,20 min.,PG-13 - Teens 13 or older,6.32,#8142,#7549,"7,494",3,2254,Recap of the first 5 episodes of Deca-Dence.,[],Deca-Dence: Install,,,,,,,
131,"A Record of a Mortal's Journey to Immortality, Fanren Xiu Xian Chuan: Fanren Feng Qi Tian Nan",凡人修仙传,,['ONA'],17,Finished Airing,"Jul 25, 2020 to Nov 29, 2020",,,['bilibili'],"None found,","['Original Force', 'Wonder Cat Animation']",Novel,"['Action', 'Adventure', 'Fantasy']",,18 min. per ep.,PG-13 - Teens 13 or older,7.73,#1216,#7946,"6,641",60,2314,"A poor and ordinary boy from a village joins a minor sect in Jiang Hu and becomes an Unofficial Disciple by chance. How will Han Li, a commoner by birth, establish a foothold for himself in in his sect? With his mediocre aptitude, he must successfully traverse the treacherous path of cultivation and avoid the notice of those who may do him harm. This is a story of an ordinary mortal who, against all odds, clashes with devilish demons and ancient celestials in order to find his own path towards immortality. (Source: Wuxia World)","['Sequel (ONA) Fanren Xiu Xian Chuan: Yan Jia Bao Dazhan', 'Adaptation (Manhua) Fanren Xiu Xian Chuan']",Fanren Xiu Xian Chuan,,,,,['Historical'],,
132,Occult Investigator's Strange Record,民调局异闻录,Bureau of Paranormal Investigation,['ONA'],12,Finished Airing,"Aug 7, 2020 to Oct 16, 2020",,,"None found,","None found,",['B.CMAY PICTURES'],Novel,"['Action', 'Adventure', 'Supernatural', 'Suspense']",,24 min. per ep.,R - 17+ (violence & profanity),6.63,#6326,#8254,"6,018",19,1206,"In the task of catching drug lords in the Yunnan border, a special forces team accidentally enters the ancient caves of the ancient Shu, and intruded on ancient rituals. The squad was almost completely annihilated. Only Shen Shuang and the anti-drug police Sun Desheng survived, as they were rescued by a mysterious white-haired man named Wu Hao. After this incident, the two men accidentally entered the ""Civil Affairs Investigation and Research Bureau"" and gradually became entangled in more supernatural events, revealing the veil of another world. (Source: AniList)","['Sequel (ONA) Bai Fa Shen La', '']",Min Diao Ju Yi Wen Lu,,,,,,,
133,,武动乾坤 第二季,Martial Universe 2nd Season,['ONA'],12,Finished Airing,"Jul 12, 2020 to Sep 20, 2020",,,"['Tencent Penguin Pictures', 'China Literature Limited']","None found,",['Motion Magic'],Novel,"['Action', 'Adventure', 'Fantasy', 'Romance']","['Historical', 'Martial Arts']",25 min. per ep.,PG-13 - Teens 13 or older,7.70,#1284,#8606,"5,472",30,2458,Second season of Wu Dong Qian Kun.,"['Prequel (ONA) Wu Dong Qian Kun', 'Sequel (ONA) Wu Dong Qian Kun 3rd Season', 'Adaptation (Manhua) Wu Dong Qian Kun', 'Adaptation (Novel) Wu Dong Qian Kun']",Wu Dong Qian Kun 2nd Season,,,,,,,
134,First Dragon,元龙,Carp Reborn,['ONA'],16,Finished Airing,"Jul 11, 2020 to Oct 3, 2020",,,['bilibili'],"None found,",['CG Year'],Novel,"['Action', 'Adventure', 'Fantasy']",,18 min. per ep.,PG-13 - Teens 13 or older,7.36,#2538,#9050,"4,727",36,1951,"Special Forces Wang Sheng traveled to the soul world and was possessed by the waste carp Yuan soul, becoming a veritable waste person in the soul world. Wang Sheng used the knowledge he had learned in the world of master spirits like Yun Yuan to pass the battle, and even found a way to evolve the waste carp Yuan soul! The sparrow becomes a phoenix, and the carp leaps to the dragon gate. Wang Sheng has embarked on a road of Jackie Chan from the sinister soul dispute! (Source: Immortal Sun Scans)","['Sequel (ONA) Yuan Long 2nd Season', '']",Yuan Long,,,,,,,
135,"Fudanshi Summoning: I Got Laid by a Divine Beast on an Alternate World, Fudanshi Shoukan Mini Anime",腐男子召喚〜異世界で神獣にハメられました〜,,['ONA'],4,Finished Airing,"Sep 10, 2020 to Oct 1, 2020",,,['Bit grooove promotion'],"None found,",['AQUA ARIS'],['Web manga'],"['Boys Love', 'Fantasy']",,2 min. per ep.,PG-13 - Teens 13 or older,5.71,#11326,#9543,"4,026",7,1203,"Kotone is a fudanshi. One day while he was buying BL manga outside of a manga stand, a truck loses control and kills him with BL manga all over him. To his surprise, he wakes up in an Asian ancient-looking palace. A man named Nagi, that is half serpent, tells him that he is now his Miko. They need to have sex in order for Nagi to become a higher being and become a Dragon. Kotone knows everything about BL and he realizes that he will be the bottom. Kotone will use his knowledge of BL to not fall in love and not a bottom in this Isekai world. (Source: MU)","['Sequel (ONA) Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 2nd Season', 'Adaptation (Manga) Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita']",Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita,,,,,['Isekai'],,
136,,有药,Are You OK?,['ONA'],12,Finished Airing,"Jul 10, 2020 to Sep 18, 2020",,,"None found,","None found,",['Shengying Animation'],Web novel,"['Comedy', 'Drama', 'Fantasy']","['Historical', 'Time Travel']",23 min. per ep.,PG-13 - Teens 13 or older,7.05,#4159,#9639,"3,922",27,661,"The current government is seeking outsiders and granting them positions according to their abilities in order to update their backwards country and create a new world! Zuo Yunqi is just an ordinary young master, but to save his father, he disguises himself as an outsider to join the government. Unfortunately, his disguise is broken by a man hired specifically to identify who's a real outsider and who isn't. In their battle of wits, the two of them end up in many comedic situations and eventually become allies. As the two of them stop a shocking conspiracy, they discover that some of the outsiders have formed their own alliance to revolt against those in power and create a new society of peace and equality. Zuo Yunqi and his friends are forced to join in and become a part of this battle... (Source: Baidu)","['Sequel (ONA) You Yao 2', '']",You Yao,,,,,,,
137,The Giant Gods and the Ice Flower Castle,巨神と氷華の城,"Shiro, the Giant, and the Castle of Ice",['ONA'],4,Finished Airing,"Aug 8, 2020 to Dec 19, 2020",,,['Half H.P Studio'],"None found,",['TriF Studio'],Original,"['Drama', 'Mystery', 'Supernatural']",,1 min. per ep.,PG-13 - Teens 13 or older,5.66,#11555,#9898,"3,612",0,1193,"The story is set in Nagasaki prefecture in Minami Shimabara city, the fabled origin of the Shimabara Rebellion that sent shockwaves through all of Japan in the early Edo period. It is also where a third-year junior high school student named Shirou spends his days with his school friends. One summer day, Shirou's older childhood friend Akane returns to Minami Shimabara from Tokyo. Shirou and Akane take a stroll around Minami Shimabara with another longtime friend, Tokiya. While these friends are dealing with nostalgia and more complex feelings, a mysterious creature named Goron suddenly appears before them. This encounter with a mere little creature causes great events to unfold once more in this city... (Source: ANN)",[],Kyoshin to Hyouka no Shiro,,,,,,,
138,Spirit Sword Sovereign 4th Season,灵剑尊 第四季,,['ONA'],Unknown,Currently Airing,"Sep 8, 2020 to ?",,,"None found,","None found,",['Suoyi Technology'],Novel,"['Action', 'Adventure', 'Fantasy', 'Romance']",,11 min.,PG-13 - Teens 13 or older,7.26,#3048,#10276,"3,184",17,909,Fourth season of Ling Jian Zun.,"['Prequel (ONA) Ling Jian Zun 3rd Season', '']",Ling Jian Zun 4th Season,,,,,['Martial Arts'],,
139,"Wan Jie Xian Zong Di Si Ji, Wanjie Xianzong 4th Season",万界仙踪 第四季,The Wonderland of Ten Thousand 4th Season,['ONA'],48,Finished Airing,"Sep 14, 2020 to Feb 18, 2021",,,['Tencent Penguin Pictures'],"None found,",['Ruo Hong Culture'],['Web manga'],"['Action', 'Fantasy', 'Romance']","['Historical', 'Mythology']",8 min. per ep.,PG-13 - Teens 13 or older,7.15,#3635,#10774,"2,760",3,1141,Fourth season of Wan Jie Xian Zong.,"['Prequel (ONA) Wan Jie Xian Zong 3rd Season', 'Sequel (ONA) Wan Jie Xian Zong 5th Season']",Wan Jie Xian Zong 4th Season,,,,,,,
140,,记忆管理局,False Memory,['ONA'],1,Finished Airing,"Sep 30, 2020",,,"None found,","None found,",['Flint Sugar'],Original,"['Action', 'Mystery']","['Psychological', 'Super Power']",18 min.,PG-13 - Teens 13 or older,7.36,#2504,#10858,"2,688",17,687,"In order to go back to the past, Guan Chao tries hard to find the ""burning stone"" that activates the time gun, but accidentally falls into the Memory Management Bureau. Only by conquering the BUG people in the memory layer can he return to reality. With the help of administrators such as Fangtang and Baizhong, can Guan Chao successfully complete the task? What kind of challenges are awaiting Guan Chao in each memory layer... (Source: Bilibili, translated)",[],Jiyi Guanli Ju,,,,,,,
141,"Spirit Cage: Incarnation 2nd Season, Ling Long: Incarnation 2nd Season",灵笼:INCARNATION 下半季,Ling Cage,['ONA'],6,Finished Airing,"Jul 31, 2020 to Oct 9, 2020",,,['bilibili'],"None found,",['YHKT Entertainment'],Original,"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Suspense']",,30 min. per ep.,R - 17+ (violence & profanity),7.49,#2003,#11093,"2,508",21,1012,Second half of Ling Long: Incarnation.,"['Prequel (ONA) Ling Long: Incarnation Middle Chapter', 'Sequel (ONA) Ling Long: Incarnation Final Chapter']",Ling Long: Incarnation Part 2,,,,,['Mythology'],,
142,Rhapsody of Flowers and Flames,时之歌—花与焰的狂想诗,Song of Time,['ONA'],13,Finished Airing,"Jul 16, 2020 to Oct 1, 2020",,,"None found,","None found,","None found,",Original,"['Action', 'Fantasy']",,20 min. per ep.,PG-13 - Teens 13 or older,6.35,#7949,#11533,"2,208",4,311,"On the far side of the Milky Way, there is a planet gestating magical power-Verhaeren. There are four very different countries on this magical continent: the ancient and mysterious eastern empire—Wong; the free and open Nanyang island country—Tarpaz; the iron-clad western republic—Fersares; and, Civilized and elegant Beilian Gang-Agnesa. All countries enshrine the High God and obtain the gift of divine power. Although there are occasional conflicts, most people enjoy a peaceful life. Until the era of 3836, when a mysterious man in black suddenly came with an unknown dark force, but found himself in the wrong place at the wrong time. Fortunately, the established fate was as recorded in the time document in his hand. Verhallen opened a new parallel world... (Source: bilibili, translated)",[],Shi Zhi Ge: Hua Yu Yan De Kuangxiang Shi,,,,,,,
143,,安達としまむら ミニアニメ,,['ONA'],30,Finished Airing,"Sep 11, 2020 to Mar 2, 2021",,,"None found,","None found,","['Tezuka Productions', 'AQUA ARIS']",['Light novel'],,,1 min. per ep.,PG-13 - Teens 13 or older,5.84,#10702,#11569,"2,183",0,733,Short episodes with super-deformed characters posted on the official Twitter account.,[],Adachi to Shimamura Mini Anime,,,,,,['Comedy'],
144,Slime-tachi no Itobata Kaigi: Yokoku,スライムたちの井戸端会議,,['ONA'],25,Finished Airing,"Aug 21, 2020 to Dec 17, 2020",,,"None found,","None found,","['Maho Film', 'AQUA ARIS']",['Light novel'],"['Comedy', 'Fantasy']",,1 min. per ep.,PG-13 - Teens 13 or older,5.80,#10916,#11870,"1,988",2,575,Short Kami-tachi ni Hirowareta Otoko specials posted on the official Twitter account.,"['Sequel (ONA) Slime-tachi no Idobata Kaigi 2nd Season', '']",Slime-tachi no Idobata Kaigi,,,,,,,
145,Da Wang Bu Gao Xing 2nd Season,大王不高兴2,The Furious Yama 2,['ONA'],12,Finished Airing,"Jul 21, 2020 to Sep 29, 2020",,,"None found,","None found,",['Haoliners Animation League'],['Web manga'],"['Comedy', 'Fantasy']","['Mythology', 'School']",15 min. per ep.,PG-13 - Teens 13 or older,6.71,#5831,#12090,"1,862",2,436,Second season of Da Wang Bu Gaoxing.,"['Prequel (ONA) Da Wang Bu Gaoxing', '']",Da Wang Bu Gaoxing 2,,,,,,,
146,"Chronicles of Everlasting Wind and Sword Rain, Song of Taoists and Fairies",仙风剑雨录,,['ONA'],70,Finished Airing,"Jul 11, 2020 to Mar 3, 2021",,,"None found,","None found,",['Ruo Hong Culture'],Novel,"['Action', 'Fantasy', 'Supernatural']",,8 min. per ep.,None,6.44,#7441,#12441,"1,652",3,422,"The ancient Shenzhou Mainland, the ancient Chinese dynasty, and the demon kingdom of Tushan had been in conflict for thousands of years. Zhang Kuangyun from China and Bai Binglan, Princess Tianhu from Tushan, met each other because of a misunderstanding. To explore the details of the enemy, Bai Binglan lurked to Zhang Kuangyun’s side and became her follower. While identity gaps, differences in ideas, and emotional growth, with step-by-step exploration, Zhang Kuangyun slowly discovered that his aunt and teacher’s family were slaughtered and killed in the mountains only incidents that were covered up. An unprecedented great conspiracy gradually emerged from the surface. (Source: Narul Donghua)",[],Xian Feng Jianyu Lu,,,,,,,
147,,サクラ革命 ～華咲く乙女たち～,,['ONA'],1,Finished Airing,"Sep 2, 2020",,,"['Half H.P Studio', 'Imagine']","None found,",['CloverWorks'],Game,,,23 min.,PG-13 - Teens 13 or older,5.91,#10395,#12486,"1,627",0,460,A special anime based on the beginning of iOS/Android RPG by the same name. (Source: AniDB),[],Sakura Kakumei: Hanasaku Otome-tachi,,,,,['Mecha'],['Action'],
148,,『RabbiTube』クリエイターにチャレンジ！,,['ONA'],16,Finished Airing,"Jan 24, 2020 to Dec 5, 2021",,,['Bandai Namco Online'],"None found,",['DandeLion Animation Studio'],Game,,,9 min. per ep.,G - All Ages,7.13,#3776,#12564,"1,579",10,503,Short videos are released each month on YouTube to celebrate the character's birthdays.,[],RabbiTube: Creator ni Challenge!,,,,,['Idols (Male)'],['Comedy'],
149,,バトルスピリッツ 赫盟のガレット,,['ONA'],5,Finished Airing,"Aug 28, 2020 to Apr 23, 2021",,,"None found,","None found,",['Bandai Namco Pictures'],Card game,"['Adventure', 'Sci-Fi']","['Military', 'Mythology', 'Strategy Game']",24 min. per ep.,PG-13 - Teens 13 or older,6.47,#7253,#12842,"1,451",0,292,"Centuries after the events of Saga Brave, a third race called the Mauve has emerged alongside Humans and Mazoku. Identified by their purple blood and immense intelligence, the Mauve are shunned by the other two races and are viewed as a threat to the peace of the world. Having experienced this prejudice first-hand, a teenage Mauve named Galette Revolt journeys forth to find a way for all races to understand each other by playing Battle Spirits. However, other factions from each race aim to maintain the peace/reform the world through more nefarious ways...","['Prequel (ONA) Battle Spirits: Saga Brave', 'Sequel (ONA) Battle Spirits: Mirage']",Battle Spirits: Kakumei no Galette,,,,,,,
