,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genres,Theme,German,Spanish,Demographics,French
10,Nigewaka,逃げ上手の若君,The Elusive Samurai,['TV'],12,Finished Airing,"Jul 6, 2024 to Sep 28, 2024",['Summer 2024'],Saturdays at 23:30 (JST),"['Aniplex', 'Tokyo MX', 'Shueisha', 'BS11', 'Bit grooove promotion']",['Aniplex of America'],['CloverWorks'],['Manga'],,"['Historical', 'Samurai']",['Shounen'],23 min. per ep.,R - 17+ (violence & profanity),7.82,#1004,#1475,"171,086",740,67428,"Tokiyuki Houjou, a carefree eight-year-old noble, is content with the serene life in Kamakura and shows little regard for the serious responsibilities that come with his eventually succeeding his father as the next shogun. Instead of dedicating himself to rigorous training in swordsmanship or archery, Tokiyuki excels in the art of evasion, skillfully dodging his advisors and discovering perfect hiding spots. However, his peaceful existence is shattered when a sudden coup brutally wipes out his clan. Overwhelmed with guilt for being the sole survivor, Tokiyuki contemplates joining his family in death. However, his fate takes an abrupt turn when the enigmatic priest Yorishige Suwa suddenly shoves him onto a battlefield. Yorishige, who prophesies that Tokiyuki will one day become a great hero, leaves the boy with no choice but to navigate his way free of enemy soldiers. As Tokiyuki struggles to survive against these foes, he finds a new thrill in raising the stakes of his usual hide-and-seek games. With a renewed sense of purpose and the promise of powerful allies from Yorishige, Tokiyuki vows to avenge his family—not through his capability to fight, but through his extraordinary talent for running away. [Written by MAL Rewrite]","['Sequel (TV) Nige Jouzu no Wakagimi 2nd Season', 'Adaptation (Manga) Nige Jouzu no Wakagimi']",Nige Jouzu no Wakagimi,"['Adventure', 'Comedy']",,,,,
11,"I Will ""Parry"" All: The World's Strongest Man Wanna Be an Adventurer, I Parry Everything: What Do You Mean I'm the Strongest? I'm Not Even an Adventurer Yet!",俺は全てを【パリイ】する ～逆勘違いの世界最強は冒険者になりたい～,I Parry Everything,['TV'],12,Finished Airing,"Jul 5, 2024 to Sep 20, 2024",['Summer 2024'],Fridays at 00:00 (JST),"['Mainichi Broadcasting System', 'Half H.P Studio', 'Earth Star Entertainment', 'Tokyo MX', 'BS11', 'JR East Marketing & Communications', 'MAGNET', 'AQUA ARIS', 'NetEase', 'Bandai Namco Filmworks']",['Sentai Filmworks'],['OLM'],['Light novel'],,,,24 min. per ep.,PG-13 - Teens 13 or older,6.90,#4843,#1499,"168,758",582,79991,"The Kingdom of Clays faces a dire crisis: an assassination attempt has just been made on its own Princess Lynneburg, and its neighboring countries eye the aftermath like starving vultures, plotting the Kingdom's downfall. The ensuing conflict will shape the face of the continent for centuries to come...but Noor doesn't have a clue about any of that! Having freshly arrived at the royal capital after over a decade of rigorous, isolated training at his mountain home, he's dead set on achieving his childhood dream of becoming an adventurer, even if the only skills he possesses are useless ones. Sure, he can ""Parry"" thousands of swords in the span of a single breath, but everybody knows you need more than that if you want to be an adventurer! Our hero's road to making his dream come true will be long(?) and arduous(?)—but if there's one thing Noor's not afraid of, it's some good ol' fashioned hard work! (Source: J-Novel Club)","['Adaptation (Manga) Ore wa Subete wo ""Parry"" suru: Gyaku Kanchigai no Sekai Saikyou wa Boukensha no Yume wo Miru', 'Adaptation (Light Novel) Ore wa Subete wo ""Parry"" suru: Gyaku Kanchigai no Sekai Saikyou wa Boukensha ni Naritai']","Ore wa Subete wo ""Parry"" suru: Gyaku Kanchigai no Sekai Saikyou wa Boukensha ni Naritai","['Action', 'Adventure', 'Fantasy']",,,,,
12,,FAIRY TAIL 100年クエスト,Fairy Tail: 100 Years Quest,['TV'],25,Finished Airing,"Jul 7, 2024 to Jan 5, 2025",['Summer 2024'],Sundays at 17:30 (JST),"['TV Tokyo', 'Avex Pictures', 'Gloria']","None found,",['J.C.Staff'],['Web manga'],,,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.63,#1483,#1628,"152,346","1,661",28838,"For over one hundred years, a special quest has been waiting for a wizard skilled enough to complete it. On the northern continent of Guiltina, there are five immensely powerful Dragon Gods who possess great destructive force that can only be quelled by sealing them away. Natsu Dragneel and his friends from the Fairy Tail guild—Lucy Heartfilia, Gray Fullbuster, Erza Scarlet, Wendy Marvell, and the exceeds Happy and Charlés—consider this the perfect challenge to take on. The Fairy Tail mages are not the only ones searching for the Dragon Gods. Diabolos, a guild exclusive for ""Dragon Eaters,"" seeks to enhance their Dragon Slayer magic by devouring the dragons. Meanwhile, Fairy Tail's newest addition, Touka, appears to be hiding something sinister from her new companions—and her secrets may bring disaster to the guild while its strongest wizards are away. [Written by MAL Rewrite]","['Prequel (TV) Fairy Tail: Final Series', 'Adaptation (Manga) Fairy Tail: 100 Years Quest']",Fairy Tail: 100-nen Quest,"['Action', 'Adventure', 'Fantasy']",,,,,
13,,異世界スーサイド・スクワッド,Suicide Squad Isekai,['TV'],10,Finished Airing,"Jul 6, 2024 to Sep 7, 2024",['Summer 2024'],Saturdays at 00:30 (JST),"['Magic Capsule', 'Warner Bros. Japan', 'ONEMUSIC']","None found,",['Wit Studio'],Other,,"['Adult Cast', 'Isekai']",,24 min. per ep.,R - 17+ (violence & profanity),6.45,#7391,#1649,"149,481",570,43830,"The Joker and his best girl, Harley Quinn, are tearing through the streets of Gotham with sacks full of cash and the law in hot pursuit. Unfortunately for them, though the jester manages to escape, the night ends with Harley being captured by a mysterious, katana-wielding woman. Meanwhile, Amanda Waller, the head of the government security organization A.R.G.U.S., has commandeered a team of supervillains for a ruthless mission into another world. After losing contact with the first suicide squad sent through the portal, Amanda sends Deadshot, Peacemaker, Clayface, King Shark, and Harley as replacements. However, shortly after entering the portal, their helicopter crashes in the middle of a battle between horse-mounted troops and vicious orcs. With all of the accompanying A.R.G.U.S. members dead on impact, the villains break free of their shackles and rampage through the army of orcs, unwittingly aiding the human soldiers—only to be rewarded with imprisonment. Now bound by magic-infused shackles, Harley and company must hurry back to the portal they came from, or else the bombs A.R.G.U.S. implanted in their necks will detonate. [Written by MAL Rewrite]",[],Isekai Suicide Squad,"['Action', 'Fantasy']",,,,,
14,The Rookie Middle-Aged Adventurer Was Trained to Death by the Most Powerful Party to Become Invincible,新米オッサン冒険者、最強パーティに死ぬほど鍛えられて無敵になる。,"The Ossan Newbie Adventurer, Trained to Death by the Most Powerful Party, Became Invincible",['TV'],12,Finished Airing,"Jul 2, 2024 to Sep 24, 2024",['Summer 2024'],Tuesdays at 02:00 (JST),"['MediaNet', 'Mainichi Broadcasting System', 'Nippon Columbia', 'KlockWorx', 'Asmik Ace', 'Hobby Japan', 'AQUA ARIS', 'Bit grooove promotion', 'CTW']","None found,",['Yumeta Company'],['Light novel'],,,,23 min. per ep.,PG-13 - Teens 13 or older,7.38,#2467,#1611,"154,023",535,77939,"Determined to pursue his glorious childhood dreams, 30-year-old Rick Gladiatol, a modest clerk in the adventurers' guild, is offered a once-in-a-lifetime opportunity after he fatefully encounters the dark elf Reanette Elfelt. Reanette happens to be an elite adventurer of the legendary party Orichalcum Fist, whose members welcome Rick under the condition that he follow a Spartan training. Two years later, Rick is finally ready to take the E-Rank exam officially qualifying him as an adventurer. However, raw magical power can only be developed until one turns 20. As such, Rick faces the general hostility of fellow participants and examiners alike, leaving him no choice but to show the world that his hellish training has turned him into an invincible warrior. [Written by MAL Rewrite]","['Adaptation (Manga) Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.', 'Adaptation (Light Novel) Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.']","Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.","['Action', 'Adventure', 'Fantasy']",,,,,
15,The Maou Army's Strongest Magician Was a Human,魔王軍最強の魔術師は人間だった,The Strongest Magician in the Demon Lord's Army Was a Human,['TV'],12,Finished Airing,"Jul 3, 2024 to Sep 18, 2024",['Summer 2024'],Wednesdays at 22:00 (JST),"['Pony Canyon', 'KlockWorx', 'Asmik Ace', 'Futabasha', 'Yomiuri TV Enterprise', 'Bit grooove promotion', 'BS Asahi', 'Happinet Phantom Studios']","None found,",['Studio A-CAT'],['Manga'],,"['Isekai', 'Reincarnation']",,23 min. per ep.,PG-13 - Teens 13 or older,6.41,#7664,#1844,"128,653",400,52314,"Under the tutelage of the great demon warlock Romberg, Ike grew up with knowledge regarding an ancient advanced civilization that once ruled the land. Coupled with his innate talent in magical arts, this upbringing allows Ike to quickly rise in the Demon Lord's army ranks, leading his brigade to consecutive victories against humans. However, Ike has a secret—he is a human himself. Despite knowing all too well the consequences if this information is ever to leak, Ike is willing to face such immense danger to achieve his goal: find a way for humans and demons to coexist and stop the war that has been carried on for far too long. [Written by MAL Rewrite]","['Adaptation (Manga) Maougun Saikyou no Majutsushi wa Ningen datta', '']",Maougun Saikyou no Majutsushi wa Ningen datta,"['Action', 'Adventure', 'Fantasy']",,,,,
16,"Nigoriri, 2.5-jigen no Yuuwaku, Ririsa of 2.5 Dimension",2.5次元の誘惑,2.5 Dimensional Seduction,['TV'],24,Finished Airing,"Jul 5, 2024 to Dec 13, 2024",['Summer 2024'],Fridays at 22:30 (JST),"['Pony Canyon', 'Movic', 'Magic Capsule', 'Shueisha', 'Bandai Spirits', 'ADK Emotions', 'Aiming']",['Sentai Filmworks'],['J.C.Staff'],['Manga'],,"['Harem', 'Otaku Culture', 'School']",['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.43,#2224,#1867,"127,564",804,37314,"After a disastrous romantic confession, Masamune Okumura finds solace in the fictional world of anime and manga. Now a second-year high school student and the president of the Manga Research Club, Masamune spends a peaceful existence watching the adventures of the angel Liliel, his favorite character. In the beginning of the academic year, Masamune’s life is turned upside down when he meets first-year student Ririsa Amano, a passionate cosplay practitioner. Despite Masamune's initial reluctance, the determined young woman manages to convince him to become her personal photographer for the production of a collection dedicated to their common favorite character: Liliel. As Masamune enthusiastically discovers the world of cosplay and photo editing, he is unexpectedly reunited with his childhood friend Mikari Tachibana, who has become a model in the hope of impressing her beloved upperclassman. Realizing that modeling is not enough to intrigue the hopeless otaku, Mikari decides to join the club and become a cosplayer herself, all to finally have a chance at winning Masamune's heart. However, Masamune's love for fictional characters may not be capable of extending to those who impersonate them. [Written by MAL Rewrite]","['Sequel (TV) 2.5-jigen no Ririsa 2nd Season', 'Adaptation (Manga) 2.5-jigen no Ririsa']",2.5-jigen no Ririsa,"['Comedy', 'Ecchi']",,,,,
17,"Why Nobody Remembers My World?, NazeBoku",なぜ僕の世界を誰も覚えていないのか？,Why Does Nobody Remember Me in This World?,['TV'],12,Finished Airing,"Jul 13, 2024 to Sep 28, 2024",['Summer 2024'],Saturdays at 22:30 (JST),"['Magic Capsule', 'KlockWorx', 'Asmik Ace', 'Tokyo MX', 'Good Smile Company', 'Kansai Telecasting', 'Contents Seed', 'Kadokawa', 'Dream Shift', 'Fabtone', 'NetEase', 'BS Asahi', 'Happinet Phantom Studios', 'Bergamo']","None found,",['Project No.9'],['Light novel'],,,,23 min. per ep.,PG-13 - Teens 13 or older,6.24,#8628,#1989,"117,288",356,42834,"In a war against four overpowered races—angels, demons, undeads, and humanoid beasts—humanity could only prevail thanks to its champion Sid, who defeated the other races' champions and sealed away their armies in four pyramids. In an age where Sid's existence has become but a legend of the past, Kai Sakura Vento is one of the many conscripts tasked with monitoring the pyramids in fear that these old foes would escape. On a peaceful day while spending time with his friend Jeanne E. Anise, the world is suddenly ""overwritten,"" transporting Kai to an alternate reality where humanity has nearly been annihilated by the demons and forced into hiding. To make matters worse, his very existence has been erased from this world; all of his friends, including Jeanne, who leads the local resistance efforts in this world, have forgotten about him. Trying to investigate the remains of his former world, Kai encounters Rinne, an enigmatic young woman trapped in a pyramid. Mysteriously inheriting Sid's legendary sword Codeholder, Kai manages to free Rinne from her imprisonment. Determined to fix this reality, Kai joins forces with Rinne and Jeanne to free humanity from demonic rule. But if the valiant soldier wants to have a chance at returning to his original world, he will first have to uncover the cause behind the mysterious alteration of reality. [Written by MAL Rewrite]","['Adaptation (Manga) Naze Boku no Sekai wo Daremo Oboeteinai no ka?', 'Adaptation (Light Novel) Naze Boku no Sekai wo Daremo Oboeteinai no ka?']",Naze Boku no Sekai wo Daremo Oboeteinai no ka?,"['Action', 'Fantasy', 'Sci-Fi']",,,,,
18,,小市民シリーズ,Shoshimin: How to Become Ordinary,['TV'],10,Finished Airing,"Jul 7, 2024 to Sep 15, 2024",['Summer 2024'],Sundays at 01:30 (JST),"['TV Asahi', 'Movic', 'KlockWorx', 'NBCUniversal Entertainment Japan', 'Nagoya Broadcasting Network', 'AbemaTV', 'Bit grooove promotion', 'NetEase', 'BS Asahi', 'TV Asahi Music']","None found,",['Lapin Track'],Novel,['Mystery'],,,23 min. per ep.,PG-13 - Teens 13 or older,7.29,#2887,#2123,"106,677",474,34572,"Jougorou Kobato has a habit of inserting himself into other people's problems. After realizing his detective skills are neither wanted nor appreciated, he makes an agreement with his shy friend Yuki Osanai to become ordinary together. Now entering high school, they aim to be perceived as regular people, yet Kobato cannot help but fall back into his deductive ways when faced with everyday mysteries. Unfortunately, mundane occurrences are not all the duo stumbles across. As they go through their school days trying to avoid drawing attention to themselves, Kobato and Osanai at times get caught up in incidents that put their plan of a peaceful, average life at risk. [Written by MAL Rewrite]","['Sequel (TV) Shoushimin Series 2nd Season', 'Adaptation (Manga) Shunki Gentei Ichigo Tart Jiken', 'Adaptation (Manga) Kaki Gentei Tropical Parfait Jiken', 'Adaptation (Novel) Shoushimin Series']",Shoushimin Series,,['School'],,,,
19,,NieR:Automata Ver1.1a 第2クール,NieR:Automata Ver1.1a (Cour 2),['TV'],12,Finished Airing,"Jul 5, 2024 to Sep 27, 2024",['Summer 2024'],Fridays at 23:30 (JST),"['Aniplex', 'Square Enix']",['Aniplex of America'],['A-1 Pictures'],Game,,,,23 min. per ep.,R - 17+ (violence & profanity),8.04,#614,#2320,"93,029",458,29020,"As the machine war progresses, YoRHa Command and the Resistance prepare for a final decisive assault against the ""Machine Lifeforms,"" the militarized robots who roam the earth's surface. While preparations are underway, YoRHa 9-gou S-gata ""9S"" and YoRHa 2-gou B-gata ""2B"" continue their advanced scouting mission. However, 9S and 2B struggle with their respective roles, their loyalty to each other, and their loyalty toward Command. Although the nefarious Adam and Eve have been defeated, it appears the machines are not down for the count. An ominous presence in the form of the ""Red Girl"" continues to observe the androids from afar, waiting for the perfect opportunity to attack them. [Written by MAL Rewrite]","['Prequel (TV) NieR:Automata Ver1.1a', '']",NieR:Automata Ver1.1a Part 2,"['Action', 'Fantasy', 'Sci-Fi']",,,,,
20,"Our Last Crusade or the Rise of a New World 2nd Season, The Last Battlefield Between You and I, or Perhaps the Beginning of the World's Holy War 2nd Season, Kimisen",キミと僕の最後の戦場、あるいは世界が始まる聖戦 Season Ⅱ,Our Last Crusade or the Rise of a New World Season 2,['TV'],12,Currently Airing,"Jul 10, 2024 to ?",['Summer 2024'],Wednesdays at 22:30 (JST),"['Pony Canyon', 'AT-X', 'Crunchyroll', 'ABC Animation', 'Kadokawa', 'Bit grooove promotion', 'A3']","None found,","['SILVER LINK.', 'Studio Palette']",['Light novel'],,,,24 min. per ep.,PG-13 - Teens 13 or older,6.67,#6066,#2371,"89,721",507,7330,"Over a century ago, astral mages under persecution from the Empire banded together and established the Nebulis Sovereignty under three founding families: Lou, Hydra, and Zoa. With the leadership of Millavair Lou Nebulis VIII, the Sovereignty aims to minimize casualties in their conflict with the Empire—a stance the extremist Zoas disagree with. Tensions rise between the families as the upcoming election to decide the next leader approaches. The Zoas are willing to do anything to achieve success; however, a world-ending war may ensue should they be victorious. Princess Aliceliese ""Alice"" Lou Nebulis XI has no choice but to cooperate with any potential allies in order to advance towards her ultimate goal of ending the conflict that has long tormented everyone involved. This includes Iska—one of the Empire's greatest warriors and her greatest rival. [Written by MAL Rewrite]","['Prequel (TV) Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen', 'Adaptation (Manga) Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen', 'Adaptation (Light Novel) Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen', '']","Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen Season II","['Action', 'Fantasy', 'Romance']",['Military'],,,,
21,"Mahoaku, The Former Magical Girl & Evil Enemy, The Magical Girl and Evil Officer, Beauty and the Beast",かつて魔法少女と悪は敵対していた。,The Magical Girl and the Evil Lieutenant Used to Be Archenemies,['TV'],12,Finished Airing,"Jul 9, 2024 to Sep 24, 2024",['Summer 2024'],Tuesdays at 22:45 (JST),"['Square Enix', 'Shochiku', 'AT-X', 'Tohokushinsha Film Corporation', 'Avex Pictures', 'Marui Group']","None found,",['Bones'],['Manga'],,,['Shounen'],12 min. per ep.,PG-13 - Teens 13 or older,7.57,#1668,#2398,"87,919",417,31184,"An evil army is leading a ground invasion against Earth, and their Lieutenant Shun Miller is determined to wreak havoc upon the populace. Miller's ruthless reputation strikes fear even into the hearts of his own subordinates, making him the perfect leader of a charge against a city protected by a powerful magical girl, Byakuya Mimori. However, his attack comes to a halt on the day of their first encounter—because he unexpectedly falls in love with Byakuya at first sight! Overcome by Byakuya's adorably delicate innocence, Miller begins to shower her with gifts and kindness. But Miller soon learns that Byakuya's Angel—the cat-like familiar who turned her into a magical girl—has been exploiting and manipulating her all along. This discovery solidifies Miller's resolve to ensure Byakuya goes on to lead a happier life, but as the war continues, they wonder if their blossoming affection can overcome the reality of their differences. [Written by MAL Rewrite]","['Adaptation (Manga) Katsute Mahou Shoujo to Aku wa Tekitai shiteita.', '']",Katsute Mahou Shoujo to Aku wa Tekitai shiteita.,"['Comedy', 'Romance']",['Mahou Shoujo'],,,,
22,"Iseyuru, Isekai Yururi Kikou: Raising Children While Being an Adventurer",異世界ゆるり紀行 ～子育てしながら冒険者します～,A Journey Through Another World: Raising Kids While Adventuring,['TV'],12,Finished Airing,"Jul 8, 2024 to Sep 23, 2024",['Summer 2024'],Mondays at 01:50 (JST),"['Genco', 'MediaNet', 'Ai Addiction', 'Crunchyroll', 'U-NEXT', 'Muse Communication', 'NetEase', 'AlphaPolis', 'Three S Studio', 'Dreamusic']","None found,",['EMT Squared'],['Light novel'],,"['Childcare', 'Isekai']",,23 min. per ep.,PG-13 - Teens 13 or older,6.67,#6116,#2610,"76,882",294,32581,"Due to a careless mistake, god of wind Silphyleel unintentionally kills a 28-year-old man named Takumi Kayano. Unfortunately, Silphyleel cannot return Takumi to Earth. Instead, the deity reincarnates Takumi into the fantasy world of Etelldia. Equipped with an assortment of magical powers and bottomless inventory, Takumi spawns in the Forest of Gaia, where high-level monsters roam free. There, he meets five-year-old twins who, despite the dangerous environment, are still alive thanks in part to their extraordinary physical strength. Takumi decides to take them under his wing, naming them Allen and Elena. As the trio embarks on their grand adventure in Etelldia, their very existence may impact the world's destiny. [Written by MAL Rewrite]","['Adaptation (Manga) Isekai Yururi Kikou: Kosodateshinagara Boukensha Shimasu', 'Adaptation (Light Novel) Isekai Yururi Kikou: Kosodateshinagara Boukensha Shimasu']",Isekai Yururi Kikou: Kosodateshinagara Boukensha Shimasu,"['Adventure', 'Fantasy', 'Slice of Life']",,,,,
23,"Otokonoko ga Kouhai ni Kokuhaku sareru Hanashi, My Crossdressing Senpai, Painoko",先輩はおとこのこ,Senpai is an Otokonoko,['TV'],12,Finished Airing,"Jul 5, 2024 to Sep 27, 2024",['Summer 2024'],Fridays at 00:55 (JST),"['Aniplex', 'Dentsu', 'Fuji TV', 'Crunchyroll', 'Bit grooove promotion']","None found,",['Project No.9'],['Web manga'],,"['Crossdressing', 'Love Polygon', 'School']",,22 min. per ep.,PG-13 - Teens 13 or older,7.31,#2768,#2620,"76,236",419,24089,"Much like the other students at her school, first-year student Saki Aoi finds herself captivated by the beauty of her senior on the school board, Makoto Hanaoka. While she worries that Hanaoka would be uncomfortable receiving a confession from another girl, Aoi musters up the courage to tell her anyway. However, Hanaoka's response surprises Aoi for a completely different reason—Hanaoka is actually a cross-dressing boy! Fully expecting Aoi to be abhorred by this revelation, Hanaoka is shocked to find that she has no issues with it. Though Hanaoka rejects Aoi's request to go out with her—citing his identity and the fact that he has never fallen in love before—Aoi insists that she will become his first love. Taken aback by Aoi's determination, Hanaoka wonders if he can really fall in love with her if he cannot find it in him to truly love himself first. [Written by MAL Rewrite]","['Sequel (Movie) Senpai wa Otokonoko Movie: Ame Nochi Hare', 'Adaptation (Manga) Senpai wa Otokonoko']",Senpai wa Otokonoko,"['Drama', 'Romance']",,,,,
24,,ATRI -My Dear Moments-,Atri -My Dear Moments-,['TV'],13,Finished Airing,"Jul 14, 2024 to Oct 6, 2024",['Summer 2024'],Sundays at 00:00 (JST),"['Aniplex', 'bilibili']",['Aniplex of America'],['TROYCA'],Visual novel,,,,24 min. per ep.,PG-13 - Teens 13 or older,7.18,#3490,#2692,"73,358",384,20722,"Due to the dramatic rise of the sea levels, humanity has lost a significant part of its inhabitable lands, forcing it to rely on pre-existing technology to survive. Among the many people affected by the tragedy, Natsuki Ikaruga, a brilliant recent graduate who had lost a leg in a submarine accident, is now reduced to living a miserable life on a near-deserted island. After Natsuki encounters a mysterious woman named Catherine, he uncovers an advanced humanoid robot that belonged to his grandmother Nonko, a renowned climatologist. Atri, the salvaged robot with the appearance and demeanor of a young girl, reveals to Natsuki that Nonko has tasked her with an important mission, but she has forgotten what it was. Although Natsuki was initially planning to sell Atri, the opportunity to connect with his grandmother's research through Atri makes him rethink his decision. Natsuki once had to sacrifice his dream to partake in a prestigious scientific mission. But as he opens up to his fellow islanders, he discovers that he can still make a difference in a desolate world. [Written by MAL Rewrite]","['Adaptation (Manga) Atri: My Dear Moments', '']",Atri: My Dear Moments,"['Drama', 'Romance', 'Sci-Fi']",,,,,
25,"Heroic Exploration Tale Starting from Mob, The Story of an Exploration Hero Who Has Worked His Way Up from Common People, Mobkara",モブから始まる探索英雄譚,A Nobody's Way Up to an Exploration Hero,['TV'],12,Finished Airing,"Jul 6, 2024 to Sep 21, 2024",['Summer 2024'],Saturdays at 22:00 (JST),"['Toei Video', 'Hobby Japan', 'Tokyo MX', 'CyberAgent', 'On-Lead', 'BS NTV', 'Pia', 'Bushiroad Move', 'Starry Cube', 'FUTURE LEAP']","None found,",['Gekkou'],['Light novel'],,,,23 min. per ep.,PG-13 - Teens 13 or older,5.82,#10843,#2746,"70,896",144,28820,"Meet Kaito Takagi, your typical high schooler with a low profile. He spends his days exploring dungeons in Japan, hunting slimes for some extra cash. On the side, he quietly admires his childhood friend, the popular girl in class. One day, a rare golden slime shows up, and after Kaito defeats it, he finds a super valuable item—a card that can summon mythical beings! He decides to use it and summons a stunning warrior maiden. Now, Kaito has a chance to rise above his ordinary explorer life. Get ready for a modern fantasy story filled with battles! (Source: MAL News)","['Adaptation (Manga) Mob kara Hajimaru Tansaku Eiyuutan', 'Adaptation (Light Novel) Mob kara Hajimaru Tansaku Eiyuutan']",Mob kara Hajimaru Tansaku Eiyuutan,"['Action', 'Adventure', 'Fantasy']",,,,,
26,Goddess Café Terrace 2nd Season,女神のカフェテラス 第2期,The Café Terrace and Its Goddesses Season 2,['TV'],12,Finished Airing,"Jul 5, 2024 to Sep 20, 2024",['Summer 2024'],Fridays at 00:26 (JST),"['Marvelous Entertainment', 'Mainichi Broadcasting System', 'Kodansha', 'Half H.P Studio']","None found,",['Tezuka Productions'],['Manga'],,"['Adult Cast', 'Harem']",['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.39,#2398,#2759,"70,270",379,27166,"It has been months since Hayato Kasukabe decided to save his late grandmother's cafe, Familia Café Terrace, from permanently closing its doors. He and the five ""goddesses"" who serve as the cafe's mascots—Ouka Makuzawa, Akane Hououji, Riho Tsukishima, Shiragiku Ono, and Ami Tsuruga—persevere through all the hardships of maintaining a business to stay afloat for as long as possible. Rougher times await them when a new competitor cafe, Family, appears with the sole intent of bringing Familia down. To come out on top of this business competition, Hayato must use his wits, fortify his trust in the girls, and figure out how to entice customers to continue supporting Familia. To further complicate matters, the girls slowly begin to develop feelings for Hayato, causing tensions within the group. As this can potentially pose an even greater threat to Familia's survival, the five goddesses need to find a way to compromise and unite at all costs. [Written by MAL Rewrite]","['Prequel (TV) Megami no Café Terrace', 'Adaptation (Manga) Megami no Café Terrace']",Megami no Café Terrace 2nd Season,"['Comedy', 'Romance', 'Ecchi']",,,,,
27,"Dahlia in Bloom, Dahliya in Bloom, Madougushi Dahliya wa Utsumukanai: Kyou kara Jiyuu na Shokunin Life",魔導具師ダリヤはうつむかない,Dahlia in Bloom: Crafting a Fresh Start with Magical Tools,['TV'],12,Finished Airing,"Jul 6, 2024 to Sep 21, 2024",['Summer 2024'],Saturdays at 21:00 (JST),"['Frontier Works', 'Mainichi Broadcasting System', 'TBS', 'AT-X', 'Good Smile Company', 'Crunchyroll', 'Kadokawa', 'arma bianca', 'Bandai Namco Music Live']","None found,","['Typhoon Graphics', 'Imagica Infos']",['Light novel'],,"['Isekai', 'Reincarnation']",,23 min. per ep.,PG-13 - Teens 13 or older,6.80,#5355,#2788,"69,194",174,25828,"Tragically perishing from overwork, a young Japanese woman is reborn as Dahliya Rossetti, daughter of a newly entitled baron. Her father, Carlo, is a beloved magic artificer, a maker of magical tools. Inspired by him, Dahliya uses her memories from her previous life to create practical inventions and become a magic artificer like Carlo. A few years later, the now adult Dahliya has made a name for herself and has gotten engaged to her father's apprentice. However, her life takes a turn for the worse when Carlo suddenly passes away and her fiancé leaves her for another woman not long after. Although having to fend for herself, Dahliya is not quite ready to give up on her dream of becoming a master artificer yet. She may be a single woman but, with the help from old and new allies, she is prepared to overcome any obstacle in her way. [Written by MAL Rewrite]","['Adaptation (Manga) Madougushi Dahliya wa Utsumukanai', 'Adaptation (Manga) Madougushi Dahliya wa Utsumukanai: Kyou kara Jiyuu na Shokunin Life', 'Adaptation (Light Novel) Madougushi Dahliya wa Utsumukanai: Kyou kara Jiyuu na Shokunin Life', '']",Madougushi Dahliya wa Utsumukanai,"['Fantasy', 'Slice of Life']",,,,,
